,year,state,month,number
2311,2017,Maranhão,Agosto,3.875
2312,1998,Maranhão,Setembro,3.935
2313,1999,Maranhão,Setembro,1.739
2314,2000,Maranhão,Setembro,1.365
2315,2001,Maranhão,Setembro,4.618
2316,2002,Maranhão,Setembro,3.181
2317,2003,Maranhão,Setembro,5.878
2318,2004,Maranhão,Setembro,4.673
2319,2005,Maranhão,Setembro,6.292
2320,2006,Maranhão,Setembro,2.907
2321,2007,Maranhão,Setembro,8.524
2322,2008,Maranhão,Setembro,2.761
2323,2009,Maranhão,Setembro,2.404
2324,2010,Maranhão,Setembro,9.795
2325,2011,Maranhão,Setembro,4.632
2326,2012,Maranhão,Setembro,7.626
2327,2013,Maranhão,Setembro,3.88
2328,2014,Maranhão,Setembro,4.373
2329,2015,Maranhão,Setembro,6.423
2330,2016,Maranhão,Setembro,3.166
2331,2017,Maranhão,Setembro,14.825
2332,1998,Maranhão,Outubro,5.137
2333,1999,Maranhão,Outubro,3.208
2334,2000,Maranhão,Outubro,2.654
2335,2001,Maranhão,Outubro,6.661
2336,2002,Maranhão,Outubro,5.182
2337,2003,Maranhão,Outubro,6.085
2338,2004,Maranhão,Outubro,3.604
2339,2005,Maranhão,Outubro,6.472
2340,2006,Maranhão,Outubro,3.024
2341,2007,Maranhão,Outubro,4.772
2342,2008,Maranhão,Outubro,3.498
2343,2009,Maranhão,Outubro,1.861
2344,2010,Maranhão,Outubro,3.228
2345,2011,Maranhão,Outubro,2.404
2346,2012,Maranhão,Outubro,5
2347,2013,Maranhão,Outubro,2.918
2348,2014,Maranhão,Outubro,5.812
2349,2015,Maranhão,Outubro,6.746
2350,2016,Maranhão,Outubro,5.351
2351,2017,Maranhão,Outubro,6.011
2352,1998,Maranhão,Novembro,2.237
2353,1999,Maranhão,Novembro,1.494
2354,2000,Maranhão,Novembro,2.267
2355,2001,Maranhão,Novembro,3.525
2356,2002,Maranhão,Novembro,5.83
2357,2003,Maranhão,Novembro,4.929
2358,2004,Maranhão,Novembro,6.398
2359,2005,Maranhão,Novembro,4.769
2360,2006,Maranhão,Novembro,2.004
2361,2007,Maranhão,Novembro,2.297
2362,2008,Maranhão,Novembro,2.331
2363,2009,Maranhão,Novembro,5
2364,2010,Maranhão,Novembro,4.005
2365,2011,Maranhão,Novembro,2.261
2366,2012,Maranhão,Novembro,2.01
2367,2013,Maranhão,Novembro,2.529
2368,2014,Maranhão,Novembro,3.869
2369,2015,Maranhão,Novembro,4.35
2370,2016,Maranhão,Novembro,3.982
2371,2017,Maranhão,Novembro,2.3
2372,1998,Maranhão,Dezembro,1.399
2373,1999,Maranhão,Dezembro,1.001
2374,2000,Maranhão,Dezembro,1.461
2375,2001,Maranhão,Dezembro,1.296
2376,2002,Maranhão,Dezembro,2.165
2377,2003,Maranhão,Dezembro,2.424
2378,2004,Maranhão,Dezembro,3.255
2379,2005,Maranhão,Dezembro,1.66
2380,2006,Maranhão,Dezembro,1.052
2381,2007,Maranhão,Dezembro,800
2382,2008,Maranhão,Dezembro,1.101
2383,2009,Maranhão,Dezembro,1.768
2384,2010,Maranhão,Dezembro,1.803
2385,2011,Maranhão,Dezembro,1.629
2386,2012,Maranhão,Dezembro,1.296
2387,2013,Maranhão,Dezembro,2.692
2388,2014,Maranhão,Dezembro,2.4
2389,2015,Maranhão,Dezembro,3.706
2390,2016,Maranhão,Dezembro,1.577
2391,1998,Mato Grosso,Janeiro,0
2392,1999,Mato Grosso,Janeiro,39
2393,2000,Mato Grosso,Janeiro,44
2394,2001,Mato Grosso,Janeiro,44
2395,2002,Mato Grosso,Janeiro,172
2396,2003,Mato Grosso,Janeiro,896
2397,2004,Mato Grosso,Janeiro,301
2398,2005,Mato Grosso,Janeiro,438
2399,2006,Mato Grosso,Janeiro,947
2400,2007,Mato Grosso,Janeiro,476
2401,2008,Mato Grosso,Janeiro,245
2402,2009,Mato Grosso,Janeiro,527
2403,2010,Mato Grosso,Janeiro,298
2404,2011,Mato Grosso,Janeiro,171
2405,2012,Mato Grosso,Janeiro,166
2406,2013,Mato Grosso,Janeiro,269
2407,2014,Mato Grosso,Janeiro,315
2408,2015,Mato Grosso,Janeiro,960
2409,2016,Mato Grosso,Janeiro,374
2410,2017,Mato Grosso,Janeiro,482
2411,1998,Mato Grosso,Fevereiro,0
2412,1999,Mato Grosso,Fevereiro,28
2413,2000,Mato Grosso,Fevereiro,35
2414,2001,Mato Grosso,Fevereiro,54
2415,2002,Mato Grosso,Fevereiro,22
2416,2003,Mato Grosso,Fevereiro,592
2417,2004,Mato Grosso,Fevereiro,272
2418,2005,Mato Grosso,Fevereiro,871
2419,2006,Mato Grosso,Fevereiro,383
2420,2007,Mato Grosso,Fevereiro,213
2421,2008,Mato Grosso,Fevereiro,180
2422,2009,Mato Grosso,Fevereiro,248
2423,2010,Mato Grosso,Fevereiro,431
2424,2011,Mato Grosso,Fevereiro,119
2425,2012,Mato Grosso,Fevereiro,193
2426,2013,Mato Grosso,Fevereiro,375
2427,2014,Mato Grosso,Fevereiro,199
2428,2015,Mato Grosso,Fevereiro,542
2429,2016,Mato Grosso,Fevereiro,1.05
2430,2017,Mato Grosso,Fevereiro,337
2431,1998,Mato Grosso,Março,0
2432,1999,Mato Grosso,Março,18
2433,2000,Mato Grosso,Março,60
2434,2001,Mato Grosso,Março,24
2435,2002,Mato Grosso,Março,103
2436,2003,Mato Grosso,Março,554
2437,2004,Mato Grosso,Março,743
2438,2005,Mato Grosso,Março,362
2439,2006,Mato Grosso,Março,448
2440,2007,Mato Grosso,Março,476
2441,2008,Mato Grosso,Março,180
2442,2009,Mato Grosso,Março,325
2443,2010,Mato Grosso,Março,605
2444,2011,Mato Grosso,Março,252
2445,2012,Mato Grosso,Março,423
2446,2013,Mato Grosso,Março,563
2447,2014,Mato Grosso,Março,655
2448,2015,Mato Grosso,Março,705
2449,2016,Mato Grosso,Março,1.085
2450,2017,Mato Grosso,Março,719
2451,1998,Mato Grosso,Abril,0
2452,1999,Mato Grosso,Abril,76
2453,2000,Mato Grosso,Abril,59
2454,2001,Mato Grosso,Abril,309
2455,2002,Mato Grosso,Abril,641
2456,2003,Mato Grosso,Abril,903
2457,2004,Mato Grosso,Abril,441
2458,2005,Mato Grosso,Abril,372
2459,2006,Mato Grosso,Abril,161
2460,2007,Mato Grosso,Abril,79
2461,2008,Mato Grosso,Abril,274
2462,2009,Mato Grosso,Abril,169
2463,2010,Mato Grosso,Abril,769
2464,2011,Mato Grosso,Abril,345
2465,2012,Mato Grosso,Abril,521
2466,2013,Mato Grosso,Abril,338
2467,2014,Mato Grosso,Abril,859
2468,2015,Mato Grosso,Abril,947
2469,2016,Mato Grosso,Abril,1.77
2470,2017,Mato Grosso,Abril,606
2471,1998,Mato Grosso,Maio,0
2472,1999,Mato Grosso,Maio,731
2473,2000,Mato Grosso,Maio,1.194
2474,2001,Mato Grosso,Maio,1.193
2475,2002,Mato Grosso,Maio,2.528
2476,2003,Mato Grosso,Maio,942
2477,2004,Mato Grosso,Maio,2.413
2478,2005,Mato Grosso,Maio,1.641
2479,2006,Mato Grosso,Maio,269
2480,2007,Mato Grosso,Maio,359
2481,2008,Mato Grosso,Maio,119
2482,2009,Mato Grosso,Maio,516
2483,2010,Mato Grosso,Maio,1.313
2484,2011,Mato Grosso,Maio,547
2485,2012,Mato Grosso,Maio,812
2486,2013,Mato Grosso,Maio,739
2487,2014,Mato Grosso,Maio,933
2488,2015,Mato Grosso,Maio,541
2489,2016,Mato Grosso,Maio,1.081
2490,2017,Mato Grosso,Maio,845
2491,1998,Mato Grosso,Junho,2.201
2492,1999,Mato Grosso,Junho,2.201
2493,2000,Mato Grosso,Junho,4.358
2494,2001,Mato Grosso,Junho,6.665
2495,2002,Mato Grosso,Junho,7.878
2496,2003,Mato Grosso,Junho,4.313
2497,2004,Mato Grosso,Junho,9.813
2498,2005,Mato Grosso,Junho,2.294
2499,2006,Mato Grosso,Junho,856
2500,2007,Mato Grosso,Junho,1.339
2501,2008,Mato Grosso,Junho,403
2502,2009,Mato Grosso,Junho,979
2503,2010,Mato Grosso,Junho,1.025
2504,2011,Mato Grosso,Junho,974
2505,2012,Mato Grosso,Junho,1.651
2506,2013,Mato Grosso,Junho,1.213
2507,2014,Mato Grosso,Junho,1.795
2508,2015,Mato Grosso,Junho,1.402
2509,2016,Mato Grosso,Junho,1.417
2510,2017,Mato Grosso,Junho,2.041
2511,1998,Mato Grosso,Julho,3.712
2512,1999,Mato Grosso,Julho,3.926
2513,2000,Mato Grosso,Julho,1.338
2514,2001,Mato Grosso,Julho,1.555
2515,2002,Mato Grosso,Julho,5.661
2516,2003,Mato Grosso,Julho,5.435
2517,2004,Mato Grosso,Julho,11.517
2518,2005,Mato Grosso,Julho,4.172
2519,2006,Mato Grosso,Julho,1.941
2520,2007,Mato Grosso,Julho,1.79
2521,2008,Mato Grosso,Julho,1.117
2522,2009,Mato Grosso,Julho,1.613
2523,2010,Mato Grosso,Julho,3.442
2524,2011,Mato Grosso,Julho,1.061
2525,2012,Mato Grosso,Julho,2.008
2526,2013,Mato Grosso,Julho,1.63
2527,2014,Mato Grosso,Julho,2.255
2528,2015,Mato Grosso,Julho,1.533
2529,2016,Mato Grosso,Julho,3.495
2530,2017,Mato Grosso,Julho,2.79
2531,1998,Mato Grosso,Agosto,15.406
2532,1999,Mato Grosso,Agosto,18.566
2533,2000,Mato Grosso,Agosto,6.063
2534,2001,Mato Grosso,Agosto,7.762
2535,2002,Mato Grosso,Agosto,14.086
2536,2003,Mato Grosso,Agosto,11.132
2537,2004,Mato Grosso,Agosto,13.603
2538,2005,Mato Grosso,Agosto,11.57
2539,2006,Mato Grosso,Agosto,6.218
2540,2007,Mato Grosso,Agosto,14.453
2541,2008,Mato Grosso,Agosto,2.875
2542,2009,Mato Grosso,Agosto,2.25
2543,2010,Mato Grosso,Agosto,14.608
2544,2011,Mato Grosso,Agosto,2.628
2545,2012,Mato Grosso,Agosto,6.195
2546,2013,Mato Grosso,Agosto,3.568
2547,2014,Mato Grosso,Agosto,7.167
2548,2015,Mato Grosso,Agosto,5.112
2549,2016,Mato Grosso,Agosto,6.228
2550,2017,Mato Grosso,Agosto,6.229
2551,1998,Mato Grosso,Setembro,10.363
2552,1999,Mato Grosso,Setembro,11.729
2553,2000,Mato Grosso,Setembro,6.251
2554,2001,Mato Grosso,Setembro,8.49
2555,2002,Mato Grosso,Setembro,11.034
2556,2003,Mato Grosso,Setembro,15.79
2557,2004,Mato Grosso,Setembro,24.994
2558,2005,Mato Grosso,Setembro,20.551
2559,2006,Mato Grosso,Setembro,12.661
2560,2007,Mato Grosso,Setembro,25.963
2561,2008,Mato Grosso,Setembro,7.965
2562,2009,Mato Grosso,Setembro,3.129
2563,2010,Mato Grosso,Setembro,18.366
2564,2011,Mato Grosso,Setembro,6.332
2565,2012,Mato Grosso,Setembro,10.344
2566,2013,Mato Grosso,Setembro,5.576
2567,2014,Mato Grosso,Setembro,7.081
2568,2015,Mato Grosso,Setembro,11.068
2569,2016,Mato Grosso,Setembro,8.98
2570,2017,Mato Grosso,Setembro,23.945
2571,1998,Mato Grosso,Outubro,2.707
2572,1999,Mato Grosso,Outubro,6.109
2573,2000,Mato Grosso,Outubro,6.062
2574,2001,Mato Grosso,Outubro,6.543
2575,2002,Mato Grosso,Outubro,9.375
2576,2003,Mato Grosso,Outubro,5.341
2577,2004,Mato Grosso,Outubro,9.295
2578,2005,Mato Grosso,Outubro,7.765
2579,2006,Mato Grosso,Outubro,2.327
2580,2007,Mato Grosso,Outubro,4.89
2581,2008,Mato Grosso,Outubro,6.326
2582,2009,Mato Grosso,Outubro,2.579
2583,2010,Mato Grosso,Outubro,4.465
2584,2011,Mato Grosso,Outubro,2.01
2585,2012,Mato Grosso,Outubro,2.837
2586,2013,Mato Grosso,Outubro,1.986
2587,2014,Mato Grosso,Outubro,5.281
2588,2015,Mato Grosso,Outubro,6.49
2589,2016,Mato Grosso,Outubro,2.749
2590,2017,Mato Grosso,Outubro,4.8
2591,1998,Mato Grosso,Novembro,182
2592,1999,Mato Grosso,Novembro,842
2593,2000,Mato Grosso,Novembro,502
2594,2001,Mato Grosso,Novembro,373
2595,2002,Mato Grosso,Novembro,2.905
2596,2003,Mato Grosso,Novembro,2.097
2597,2004,Mato Grosso,Novembro,2.405
2598,2005,Mato Grosso,Novembro,1.368
2599,2006,Mato Grosso,Novembro,1.031
2600,2007,Mato Grosso,Novembro,299
2601,2008,Mato Grosso,Novembro,190
2602,2009,Mato Grosso,Novembro,588
2603,2010,Mato Grosso,Novembro,768
2604,2011,Mato Grosso,Novembro,1.103
2605,2012,Mato Grosso,Novembro,375
2606,2013,Mato Grosso,Novembro,1.064
2607,2014,Mato Grosso,Novembro,1.018
2608,2015,Mato Grosso,Novembro,1.93
2609,2016,Mato Grosso,Novembro,918
2610,2017,Mato Grosso,Novembro,813
2611,1998,Mato Grosso,Dezembro,76
2612,1999,Mato Grosso,Dezembro,47
2613,2000,Mato Grosso,Dezembro,98
2614,2001,Mato Grosso,Dezembro,37
2615,2002,Mato Grosso,Dezembro,1.157
2616,2003,Mato Grosso,Dezembro,1.622
2617,2004,Mato Grosso,Dezembro,1.217
2618,2005,Mato Grosso,Dezembro,246
2619,2006,Mato Grosso,Dezembro,23
2620,2007,Mato Grosso,Dezembro,81
2621,2008,Mato Grosso,Dezembro,159
2622,2009,Mato Grosso,Dezembro,171
2623,2010,Mato Grosso,Dezembro,846
2624,2011,Mato Grosso,Dezembro,431
2625,2012,Mato Grosso,Dezembro,492
2626,2013,Mato Grosso,Dezembro,447
2627,2014,Mato Grosso,Dezembro,466
2628,2015,Mato Grosso,Dezembro,1.777
2629,2016,Mato Grosso,Dezembro,425
2630,1998,Mato Grosso do Sul,Janeiro,0
2631,1999,Mato Grosso do Sul,Janeiro,239
2632,2000,Mato Grosso do Sul,Janeiro,326
2633,2001,Mato Grosso do Sul,Janeiro,97
2634,2002,Mato Grosso do Sul,Janeiro,304
2635,2003,Mato Grosso do Sul,Janeiro,182
2636,2004,Mato Grosso do Sul,Janeiro,258
2637,2005,Mato Grosso do Sul,Janeiro,59
2638,2006,Mato Grosso do Sul,Janeiro,59
2639,2007,Mato Grosso do Sul,Janeiro,19
2640,2008,Mato Grosso do Sul,Janeiro,63
2641,2009,Mato Grosso do Sul,Janeiro,229
2642,2010,Mato Grosso do Sul,Janeiro,72
2643,2011,Mato Grosso do Sul,Janeiro,129
2644,2012,Mato Grosso do Sul,Janeiro,201
2645,2013,Mato Grosso do Sul,Janeiro,174
2646,2014,Mato Grosso do Sul,Janeiro,197
2647,2015,Mato Grosso do Sul,Janeiro,226
2648,2016,Mato Grosso do Sul,Janeiro,127
2649,2017,Mato Grosso do Sul,Janeiro,355
2650,1998,Mato Grosso do Sul,Fevereiro,0
2651,1999,Mato Grosso do Sul,Fevereiro,69
2652,2000,Mato Grosso do Sul,Fevereiro,81
2653,2001,Mato Grosso do Sul,Fevereiro,89
2654,2002,Mato Grosso do Sul,Fevereiro,98
2655,2003,Mato Grosso do Sul,Fevereiro,108
2656,2004,Mato Grosso do Sul,Fevereiro,169
2657,2005,Mato Grosso do Sul,Fevereiro,221
2658,2006,Mato Grosso do Sul,Fevereiro,104
2659,2007,Mato Grosso do Sul,Fevereiro,111
2660,2008,Mato Grosso do Sul,Fevereiro,78
2661,2009,Mato Grosso do Sul,Fevereiro,164
2662,2010,Mato Grosso do Sul,Fevereiro,157
2663,2011,Mato Grosso do Sul,Fevereiro,61
2664,2012,Mato Grosso do Sul,Fevereiro,112
2665,2013,Mato Grosso do Sul,Fevereiro,100
2666,2014,Mato Grosso do Sul,Fevereiro,139
2667,2015,Mato Grosso do Sul,Fevereiro,148
2668,2016,Mato Grosso do Sul,Fevereiro,187
2669,2017,Mato Grosso do Sul,Fevereiro,165
2670,1998,Mato Grosso do Sul,Março,0
2671,1999,Mato Grosso do Sul,Março,100
2672,2000,Mato Grosso do Sul,Março,23
2673,2001,Mato Grosso do Sul,Março,39
2674,2002,Mato Grosso do Sul,Março,115
2675,2003,Mato Grosso do Sul,Março,137
2676,2004,Mato Grosso do Sul,Março,225
2677,2005,Mato Grosso do Sul,Março,158
2678,2006,Mato Grosso do Sul,Março,137
2679,2007,Mato Grosso do Sul,Março,137
2680,2008,Mato Grosso do Sul,Março,97
2681,2009,Mato Grosso do Sul,Março,118
2682,2010,Mato Grosso do Sul,Março,149
2683,2011,Mato Grosso do Sul,Março,37
2684,2012,Mato Grosso do Sul,Março,169
2685,2013,Mato Grosso do Sul,Março,158
2686,2014,Mato Grosso do Sul,Março,95
2687,2015,Mato Grosso do Sul,Março,190
2688,2016,Mato Grosso do Sul,Março,143
2689,2017,Mato Grosso do Sul,Março,170
2690,1998,Mato Grosso do Sul,Abril,0
2691,1999,Mato Grosso do Sul,Abril,97
2692,2000,Mato Grosso do Sul,Abril,90
2693,2001,Mato Grosso do Sul,Abril,108
2694,2002,Mato Grosso do Sul,Abril,230
2695,2003,Mato Grosso do Sul,Abril,126
2696,2004,Mato Grosso do Sul,Abril,97
2697,2005,Mato Grosso do Sul,Abril,126
2698,2006,Mato Grosso do Sul,Abril,51
2699,2007,Mato Grosso do Sul,Abril,46
2700,2008,Mato Grosso do Sul,Abril,72
2701,2009,Mato Grosso do Sul,Abril,291
2702,2010,Mato Grosso do Sul,Abril,136
2703,2011,Mato Grosso do Sul,Abril,23
2704,2012,Mato Grosso do Sul,Abril,97
2705,2013,Mato Grosso do Sul,Abril,78
2706,2014,Mato Grosso do Sul,Abril,129
2707,2015,Mato Grosso do Sul,Abril,65
2708,2016,Mato Grosso do Sul,Abril,161
2709,2017,Mato Grosso do Sul,Abril,59
2710,1998,Mato Grosso do Sul,Maio,0
2711,1999,Mato Grosso do Sul,Maio,206
2712,2000,Mato Grosso do Sul,Maio,127
2713,2001,Mato Grosso do Sul,Maio,112
2714,2002,Mato Grosso do Sul,Maio,88
2715,2003,Mato Grosso do Sul,Maio,74
2716,2004,Mato Grosso do Sul,Maio,25
2717,2005,Mato Grosso do Sul,Maio,328
2718,2006,Mato Grosso do Sul,Maio,99
2719,2007,Mato Grosso do Sul,Maio,62
2720,2008,Mato Grosso do Sul,Maio,34
2721,2009,Mato Grosso do Sul,Maio,927
2722,2010,Mato Grosso do Sul,Maio,105
2723,2011,Mato Grosso do Sul,Maio,81
2724,2012,Mato Grosso do Sul,Maio,157
2725,2013,Mato Grosso do Sul,Maio,72
2726,2014,Mato Grosso do Sul,Maio,70
2727,2015,Mato Grosso do Sul,Maio,58
2728,2016,Mato Grosso do Sul,Maio,97
2729,2017,Mato Grosso do Sul,Maio,72
2730,1998,Mato Grosso do Sul,Junho,82
2731,1999,Mato Grosso do Sul,Junho,127
2732,2000,Mato Grosso do Sul,Junho,157
2733,2001,Mato Grosso do Sul,Junho,249
2734,2002,Mato Grosso do Sul,Junho,517
2735,2003,Mato Grosso do Sul,Junho,170
2736,2004,Mato Grosso do Sul,Junho,394
2737,2005,Mato Grosso do Sul,Junho,439
2738,2006,Mato Grosso do Sul,Junho,89
2739,2007,Mato Grosso do Sul,Junho,141
2740,2008,Mato Grosso do Sul,Junho,24
2741,2009,Mato Grosso do Sul,Junho,376
2742,2010,Mato Grosso do Sul,Junho,149
2743,2011,Mato Grosso do Sul,Junho,104
2744,2012,Mato Grosso do Sul,Junho,96
2745,2013,Mato Grosso do Sul,Junho,35
2746,2014,Mato Grosso do Sul,Junho,84
2747,2015,Mato Grosso do Sul,Junho,299
2748,2016,Mato Grosso do Sul,Junho,120
2749,2017,Mato Grosso do Sul,Junho,175
2750,1998,Mato Grosso do Sul,Julho,360
2751,1999,Mato Grosso do Sul,Julho,1.297
2752,2000,Mato Grosso do Sul,Julho,160
2753,2001,Mato Grosso do Sul,Julho,591
2754,2002,Mato Grosso do Sul,Julho,935
2755,2003,Mato Grosso do Sul,Julho,182
2756,2004,Mato Grosso do Sul,Julho,529
2757,2005,Mato Grosso do Sul,Julho,859
2758,2006,Mato Grosso do Sul,Julho,289
2759,2007,Mato Grosso do Sul,Julho,197
2760,2008,Mato Grosso do Sul,Julho,116
2761,2009,Mato Grosso do Sul,Julho,354
2762,2010,Mato Grosso do Sul,Julho,589
2763,2011,Mato Grosso do Sul,Julho,250
2764,2012,Mato Grosso do Sul,Julho,538
2765,2013,Mato Grosso do Sul,Julho,201
2766,2014,Mato Grosso do Sul,Julho,193
2767,2015,Mato Grosso do Sul,Julho,371
2768,2016,Mato Grosso do Sul,Julho,687
2769,2017,Mato Grosso do Sul,Julho,1.05
2770,1998,Mato Grosso do Sul,Agosto,228
2771,1999,Mato Grosso do Sul,Agosto,4.355
2772,2000,Mato Grosso do Sul,Agosto,530
2773,2001,Mato Grosso do Sul,Agosto,2.484
2774,2002,Mato Grosso do Sul,Agosto,3.984
2775,2003,Mato Grosso do Sul,Agosto,953
2776,2004,Mato Grosso do Sul,Agosto,1.408
2777,2005,Mato Grosso do Sul,Agosto,4.484
2778,2006,Mato Grosso do Sul,Agosto,1.129
2779,2007,Mato Grosso do Sul,Agosto,1.823
2780,2008,Mato Grosso do Sul,Agosto,456
2781,2009,Mato Grosso do Sul,Agosto,816
2782,2010,Mato Grosso do Sul,Agosto,1.721
2783,2011,Mato Grosso do Sul,Agosto,552
2784,2012,Mato Grosso do Sul,Agosto,2.951
2785,2013,Mato Grosso do Sul,Agosto,677
2786,2014,Mato Grosso do Sul,Agosto,312
2787,2015,Mato Grosso do Sul,Agosto,1.293
2788,2016,Mato Grosso do Sul,Agosto,1.481
2789,2017,Mato Grosso do Sul,Agosto,1.488
2790,1998,Mato Grosso do Sul,Setembro,457
2791,1999,Mato Grosso do Sul,Setembro,2.969
2792,2000,Mato Grosso do Sul,Setembro,510
2793,2001,Mato Grosso do Sul,Setembro,1.383
2794,2002,Mato Grosso do Sul,Setembro,2.252
2795,2003,Mato Grosso do Sul,Setembro,1.124
2796,2004,Mato Grosso do Sul,Setembro,2.511
2797,2005,Mato Grosso do Sul,Setembro,1.87
2798,2006,Mato Grosso do Sul,Setembro,1.078
2799,2007,Mato Grosso do Sul,Setembro,4.446
2800,2008,Mato Grosso do Sul,Setembro,1.62
2801,2009,Mato Grosso do Sul,Setembro,1.146
2802,2010,Mato Grosso do Sul,Setembro,1.505
2803,2011,Mato Grosso do Sul,Setembro,1.072
2804,2012,Mato Grosso do Sul,Setembro,2.264
2805,2013,Mato Grosso do Sul,Setembro,1.074
2806,2014,Mato Grosso do Sul,Setembro,365
2807,2015,Mato Grosso do Sul,Setembro,1.482
2808,2016,Mato Grosso do Sul,Setembro,2.383
2809,2017,Mato Grosso do Sul,Setembro,2.984
2810,1998,Mato Grosso do Sul,Outubro,576
2811,1999,Mato Grosso do Sul,Outubro,2.053
2812,2000,Mato Grosso do Sul,Outubro,657
2813,2001,Mato Grosso do Sul,Outubro,563
2814,2002,Mato Grosso do Sul,Outubro,2.173
2815,2003,Mato Grosso do Sul,Outubro,541
2816,2004,Mato Grosso do Sul,Outubro,960
2817,2005,Mato Grosso do Sul,Outubro,647
2818,2006,Mato Grosso do Sul,Outubro,244
2819,2007,Mato Grosso do Sul,Outubro,668
2820,2008,Mato Grosso do Sul,Outubro,432
2821,2009,Mato Grosso do Sul,Outubro,854
2822,2010,Mato Grosso do Sul,Outubro,597
2823,2011,Mato Grosso do Sul,Outubro,276
2824,2012,Mato Grosso do Sul,Outubro,652
2825,2013,Mato Grosso do Sul,Outubro,378
2826,2014,Mato Grosso do Sul,Outubro,581
2827,2015,Mato Grosso do Sul,Outubro,507
2828,2016,Mato Grosso do Sul,Outubro,1.2
2829,2017,Mato Grosso do Sul,Outubro,685
2830,1998,Mato Grosso do Sul,Novembro,306
2831,1999,Mato Grosso do Sul,Novembro,1.194
2832,2000,Mato Grosso do Sul,Novembro,274
2833,2001,Mato Grosso do Sul,Novembro,220
2834,2002,Mato Grosso do Sul,Novembro,1.47
2835,2003,Mato Grosso do Sul,Novembro,380
2836,2004,Mato Grosso do Sul,Novembro,208
2837,2005,Mato Grosso do Sul,Novembro,159
2838,2006,Mato Grosso do Sul,Novembro,83
2839,2007,Mato Grosso do Sul,Novembro,82
2840,2008,Mato Grosso do Sul,Novembro,50
2841,2009,Mato Grosso do Sul,Novembro,439
2842,2010,Mato Grosso do Sul,Novembro,259
2843,2011,Mato Grosso do Sul,Novembro,445
2844,2012,Mato Grosso do Sul,Novembro,115
2845,2013,Mato Grosso do Sul,Novembro,423
2846,2014,Mato Grosso do Sul,Novembro,190
2847,2015,Mato Grosso do Sul,Novembro,276
2848,2016,Mato Grosso do Sul,Novembro,258
2849,2017,Mato Grosso do Sul,Novembro,133
2850,1998,Mato Grosso do Sul,Dezembro,100
2851,1999,Mato Grosso do Sul,Dezembro,306
2852,2000,Mato Grosso do Sul,Dezembro,139
2853,2001,Mato Grosso do Sul,Dezembro,143
2854,2002,Mato Grosso do Sul,Dezembro,376
2855,2003,Mato Grosso do Sul,Dezembro,153
2856,2004,Mato Grosso do Sul,Dezembro,110
2857,2005,Mato Grosso do Sul,Dezembro,46
2858,2006,Mato Grosso do Sul,Dezembro,18
2859,2007,Mato Grosso do Sul,Dezembro,15
2860,2008,Mato Grosso do Sul,Dezembro,208
2861,2009,Mato Grosso do Sul,Dezembro,87
2862,2010,Mato Grosso do Sul,Dezembro,276
2863,2011,Mato Grosso do Sul,Dezembro,577
2864,2012,Mato Grosso do Sul,Dezembro,194
2865,2013,Mato Grosso do Sul,Dezembro,195
